recordId,callKey,callDateTime,priority,district,description,callNumber,incidentLocation,location,Neighborhood,PoliceDistrict,PolicePost,CouncilDistrict,SheriffDistricts,CommunityStatisticalAreas,Census_Tracts,VRIZones,ZIPCode,NeedsSync,IsDeleted,ESRI_OID,lat,lng,datetime,date,dotw,week,time
11129071,5C01020A631494E2,2022/09/04 08:06:00+00,High,NW,OVERDOSE,P222471130,4900 PALMER AV,4900 PALMER AV BALTIMORE MD,Central Park Heights,Northwestern,614,6,D1,Pimlico/Arlington/Hilltop,Census Tract 2717,NA,21215,1,0,321573,39.34719,-76.671868,2022-09-04T08:06:00Z,2022-09-04,1,36,08:06:00
11134475,5C01020A631644A9,2022/09/05 14:49:00+00,High,SW,OVERDOSE,P222482525,2200 TUCKER LN,2200 TUCKER LN BALTIMORE MD,Wakefield,Southwestern,821,8,D9,Dickeyville/Franklintown,Census Tract 2803.01,NA,21207,1,0,321634,39.311612,-76.701223,2022-09-05T14:49:00Z,2022-09-05,2,36,14:49:00
11138133,5C01020A631763AE,2022/09/06 11:13:00+00,High,SW,OVERDOSE,P222491985,WESTSIDE SHOPPING CENTER,WESTSIDE SHOPPING CENTER BALTIMORE MD,Millhill,Southwestern,841,9,D8,Southwest Baltimore,Census Tract 2005,Tri-District,21223,1,0,321717,51.800741,-0.06871,2022-09-06T11:13:00Z,2022-09-06,3,36,11:13:00
11138799,5C01020A631783FB,2022/09/06 13:31:00+00,High,ND,OVERDOSE,P222492710,5000 IVANHOE AV,5000 IVANHOE AV BALTIMORE MD,Winston-Govans,Northern,524,4,D2,Greater Govans,Census Tract 2710.02,NA,21212,1,0,321728,39.3486352,-76.6047229,2022-09-06T13:31:00Z,2022-09-06,3,36,13:31:00
11141215,5C01020A63181799,2022/09/07 00:01:00+00,High,SW,OVERDOSE,P222500015,2400 FREDERICK AV,2400 FREDERICK AV BALTIMORE MD,Millhill,Southwestern,841,9,D8,Southwest Baltimore,Census Tract 2005,Tri-District,21223,1,0,321768,39.284323,-76.654701,2022-09-07T00:01:00Z,2022-09-07,4,36,00:01:00
11143482,5C01020A6318BA0F,2022/09/07 11:34:00+00,High,ND,OVERDOSE,P222502132,FALLS RD/W COLD SPRING LN,FALLS RD and W COLD SPRING LN BALTIMORE MD,Medfield,Northern,541,7,D2,Medfield/Hampden/Woodberry/Remington,Census Tract 2714,NA,21209,1,0,321817,39.343678,-76.640444,2022-09-07T11:34:00Z,2022-09-07,4,36,11:34:00
11143856,5C01020A6318D6FE,2022/09/07 13:38:00+00,High,NW,OVERDOSE,P222502685,3300 PIEDMONT AV,3300 PIEDMONT AV BALTIMORE MD,Hanlon-Longwood,Northwestern,641,7,D9,Greater Mondawmin,Census Tract 1507.01,NA,21216,1,0,321824,39.316631,-76.672954,2022-09-07T13:38:00Z,2022-09-07,4,36,13:38:00
10648481,5C01020A6286706E,2022/05/19 12:29:00+00,High,NE,OVERDOSE,P221392168,4900 WILBUR AV,4900 WILBUR AV BALTIMORE MD,Orchard Ridge,Northeastern,433,13,D6,Claremont/Armistead,Census Tract 2604.01,NA,21205,1,0,321976,39.308884,-76.560187,2022-05-19T12:29:00Z,2022-05-19,5,20,12:29:00
10649137,5C01020A628691A6,2022/05/19 14:51:00+00,High,NE,OVERDOSE,P221392698,5000 BLK ANTHONY AV,5000 BLK ANTHONY AV BALTIMORE MD,Frankford,Northeastern,443,2,D4,Cedonia/Frankford,Census Tract 2602.01,NA,21206,1,0,321989,39.319732,-76.649533,2022-05-19T14:51:00Z,2022-05-19,5,20,14:51:00
10651572,5C01020A62872974,2022/05/20 01:39:00+00,High,NW,OVERDOSE,P221400364,W GARRISON AV/REISTERSTOWN RD,W GARRISON AV and REISTERSTOWN RD BALTIMORE MD,Lucille Park,Northwestern,613,6,D1,Glen-Fallstaff,Census Tract 2801.01,Northwestern,21215,1,0,322037,39.319732,-76.649533,2022-05-20T01:39:00Z,2022-05-20,6,20,01:39:00
10667284,5C01020A628BE45B,2022/05/23 15:45:00+00,High,CD,OVERDOSE,P221432771,PITCHER ST/ARGYLE AV,PITCHER ST and ARGYLE AV BALTIMORE MD,Upton,Central,123,11,D8,Upton/Druid Heights,Census Tract 1402,Central,21217,1,0,322112,41.973767,-87.659668,2022-05-23T15:45:00Z,2022-05-23,2,21,15:45:00
10810599,5CC9DA962B7153E,2022/06/25 10:01:00+00,High,SE,OVERDOSE,P221761423,100 N COLLINGTON AV,100 N COLLINGTON AV BALTIMORE MD,Butcher's Hill,Southeastern,212,13,D5,Patterson Park North & East,Census Tract 603,NA,21231,1,0,322154,39.2932,-76.586491,2022-06-25T10:01:00Z,2022-06-25,7,26,10:01:00
10275353,5C01020A62150287,2022/02/22 10:34:00+00,High,SD,OVERDOSE,P220531635,1700 MCHENRY ST,1700 MCHENRY ST BALTIMORE MD,New Southwest/Mount Clare,Southern,935,9,D8,Southwest Baltimore,Census Tract 1903,Tri-District,21223,1,0,322704,39.284738,-76.644102,2022-02-22T10:34:00Z,2022-02-22,3,8,10:34:00
11148891,5C01020A631A2E28,2022/09/08 14:02:00+00,High,CD,OVERDOSE,P222512926,LAURENS ST/STODDARD AL,LAURENS ST and STODDARD AL BALTIMORE MD,Druid Heights,Central,131,11,D8,Upton/Druid Heights,Census Tract 1402,NA,21217,1,0,322762,39.319732,-76.649533,2022-09-08T14:02:00Z,2022-09-08,5,36,14:02:00
11149878,5C01020A631A6648,2022/09/08 18:01:00+00,High,WD,OVERDOSE,P222514017,PRESSTMAN ST/N FREMONT AV,PRESSTMAN ST and N FREMONT AV BALTIMORE MD,Upton,Central,123,11,D8,Upton/Druid Heights,Census Tract 1403,NA,21217,1,0,322779,47.655217,-122.350042,2022-09-08T18:01:00Z,2022-09-08,5,36,18:01:00
11157388,5C01020A631C8C73,2022/09/10 09:09:00+00,High,ND,OVERDOSE,P222531531,GLENWOOD AV/YORK RD,GLENWOOD AV and YORK RD BALTIMORE MD,York-Homeland,Northern,521,4,D2,North Baltimore/Guilford/Homeland,Census Tract 2710.02,NA,21212,1,0,322845,39.319732,-76.649533,2022-09-10T09:09:00Z,2022-09-10,7,37,09:09:00
11162354,5C01020A631E0C37,2022/09/11 12:26:00+00,High,SE,OVERDOSE,P222541935,400 N EAST AV,400 N EAST AV BALTIMORE MD,Ellwood Park/Monument,Southeastern,224,13,D6,Patterson Park North & East,Census Tract 2610,NA,21224,1,0,322907,39.296272,-76.572243,2022-09-11T12:26:00Z,2022-09-11,1,37,12:26:00
11165288,5C01020A631EE3FA,2022/09/12 03:47:00+00,High,WD,OVERDOSE,P222550731,700 BLK GOLD ST,700 BLK GOLD ST BALTIMORE MD,Sandtown-Winchester,Western,742,7,D8,Sandtown-Winchester/Harlem Park,Census Tract 1501,NA,21217,1,0,322963,39.319732,-76.649533,2022-09-12T03:47:00Z,2022-09-12,2,37,03:47:00
11165685,5C01020A631F13BE,2022/09/12 07:10:00+00,High,CD,OVERDOSE,P222551090,2100 DRUID HILL AV,2100 DRUID HILL AV BALTIMORE MD,Druid Heights,Central,131,7,D8,Upton/Druid Heights,Census Tract 1403,NA,21217,1,0,322969,39.308219,-76.636611,2022-09-12T07:10:00Z,2022-09-12,2,37,07:10:00
10676625,5C01020A628EA77E,2022/05/25 18:02:00+00,High,NW,OVERDOSE,P221453473,2700 GWYNNS FALLS PY,2700 GWYNNS FALLS PY BALTIMORE MD,Panway/Braddish Avenue,Western,731,7,D9,Greater Mondawmin,Census Tract 1507.02,NA,21216,1,0,323159,39.319732,-76.649533,2022-05-25T18:02:00Z,2022-05-25,4,21,18:02:00
10681411,5C01020A629018AB,2022/05/26 20:17:00+00,High,SW,OVERDOSE,P221463781,SPENCE ST/HERKIMER ST,SPENCE ST and HERKIMER ST BALTIMORE MD,Morrell Park,Southwestern,831,10,D7,Morrell Park/Violetville,Census Tract 2503.03,NA,21230,1,0,323265,39.319732,-76.649533,2022-05-26T20:17:00Z,2022-05-26,5,21,20:17:00
10280260,5C01020A621699AE,2022/02/23 15:31:00+00,High,SD,OVERDOSE,P220542632,2900 CHERRYLAND RD,2900 CHERRYLAND RD BALTIMORE MD,Cherry Hill,Southern,922,10,D7,Cherry Hill,Census Tract 2502.04,NA,21225,1,0,323722,39.249082,-76.625398,2022-02-23T15:31:00Z,2022-02-23,4,8,15:31:00
10280659,5C01020A6216AC31,2022/02/23 16:50:00+00,High,SW,OVERDOSE,P220542979,WALBROOK AV/DENISON ST,WALBROOK AV and DENISON ST BALTIMORE MD,Mount Holly,Southwestern,812,7,D9,Greater Rosemont,Census Tract 1506,NA,21216,1,0,323730,39.319732,-76.649533,2022-02-23T16:50:00Z,2022-02-23,4,8,16:50:00
11171182,5C01020A63209F53,2022/09/13 11:18:00+00,High,SD,OVERDOSE,P222562094,600 PONTIAC AV,600 PONTIAC AV BALTIMORE MD,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.02,Brooklyn,21225,1,0,323924,39.23529,-76.602163,2022-09-13T11:18:00Z,2022-09-13,3,37,11:18:00
11177387,5C01020A63221EB5,2022/09/14 14:34:00+00,High,ED,OVERDOSE,P222572903,2500 E PRESTON ST,2500 E PRESTON ST BALTIMORE MD,Berea,Eastern,332,13,D5,Clifton-Berea,Census Tract 803.01,NA,21213,1,0,324030,39.306036,-76.582558,2022-09-14T14:34:00Z,2022-09-14,4,37,14:34:00
11179478,5C01020A6322935F,2022/09/14 22:52:00+00,High,NW,OVERDOSE,P222575154,GARRISON BL/BELVIEU AV,GARRISON BL and BELVIEU AV BALTIMORE MD,West Arlington,Northwestern,621,6,D1,Dorchester/Ashburton,Census Tract 1510,NA,21215,1,0,324064,39.339918,-76.684105,2022-09-14T22:52:00Z,2022-09-14,4,37,22:52:00
11180094,5C01020A6322BB45,2022/09/15 01:42:00+00,High,SE,OVERDOSE,P222580403,GARY AV/DUNDALK AV,GARY AV and DUNDALK AV BALTIMORE MD,Graceland Park,Southeastern,243,1,D6,Southeastern,Census Tract 2606.05,NA,21222,1,0,324074,39.287656,-76.543255,2022-09-15T01:42:00Z,2022-09-15,5,37,01:42:00
10684334,5C01020A62910C2F,2022/05/27 13:36:00+00,High,ND,OVERDOSE,P221472288,500 E 29TH ST,500 E 29TH ST BALTIMORE MD,Better Waverly,Northern,513,14,D5,The Waverlies,Census Tract 904,NA,21218,1,0,324183,39.323773,-76.609443,2022-05-27T13:36:00Z,2022-05-27,6,21,13:36:00
10684344,5C01020A62911553,2022/05/27 14:15:00+00,High,SE,OVERDOSE,P221472414,1000 E BALTIMORE ST,1000 E BALTIMORE ST BALTIMORE MD,Jonestown,Southeastern,211,12,D7,Harbor East/Little Italy,Census Tract 302,NA,21202,1,0,324188,39.29048,-76.603146,2022-05-27T14:15:00Z,2022-05-27,6,21,14:15:00
10690886,5C01020A6292EDCB,2022/05/28 23:51:00+00,High,ND,OVERDOSE,P221484588,700 W 40TH ST,700 W 40TH ST BALTIMORE MD,Hampden,Northern,531,14,D2,Medfield/Hampden/Woodberry/Remington,Census Tract 1307,NA,21211,1,0,324300,39.338073,-76.629572,2022-05-28T23:51:00Z,2022-05-28,7,22,23:51:00
11196510,5C01020A632770CE,2022/09/18 15:26:00+00,High,SE,OVERDOSE,P222612700,600 N GLOVER ST,600 N GLOVER ST BALTIMORE MD,McElderry Park,Southeastern,221,13,D5,Madison/East End,Census Tract 702,NA,21205,1,0,324543,39.29815,-76.580296,2022-09-18T15:26:00Z,2022-09-18,1,38,15:26:00
10300681,5C01020A621D6292,2022/02/28 19:02:00+00,High,NW,OVERDOSE,P220593281,2500 VIOLET AV,2500 VIOLET AV BALTIMORE MD,Park Circle,Northwestern,612,6,D1,Southern Park Heights,Census Tract 1512,NA,21215,1,0,324953,39.331471,-76.657995,2022-02-28T19:02:00Z,2022-02-28,2,9,19:02:00
10700032,5C01020A6295EEEE,2022/05/31 06:33:00+00,High,WD,OVERDOSE,P221510868,W NORTH AV/N CAREY ST,W NORTH AV and N CAREY ST BALTIMORE MD,Penn North,Western,742,7,D9,Sandtown-Winchester/Harlem Park,Census Tract 1501,Western,21217,1,0,325113,39.993788,-83.006931,2022-05-31T06:33:00Z,2022-05-31,3,22,06:33:00
10707149,5C01020A6297FFA7,2022/06/01 20:09:00+00,High,CD,OVERDOSE,P221523923,PENNSYLVANIA AV/W LAFAYETTE AV,PENNSYLVANIA AV and W LAFAYETTE AV BALTIMORE MD,Upton,Central,123,11,D8,Upton/Druid Heights,Census Tract 1703,Central,21217,1,0,325260,38.977914,-76.497433,2022-06-01T20:09:00Z,2022-06-01,4,22,20:09:00
10707653,5C01020A62981EDF,2022/06/01 22:22:00+00,High,NW,OVERDOSE,P221524404,3900 SPRINGDALE AV,3900 SPRINGDALE AV BALTIMORE MD,Central Forest Park,Northwestern,621,6,D9,Dorchester/Ashburton,Census Tract 1510,NA,21207,1,0,325271,39.325287,-76.684389,2022-06-01T22:22:00Z,2022-06-01,4,22,22:22:00
10711954,5C01020A62994CEB,2022/06/02 19:51:00+00,High,NE,OVERDOSE,P221533958,BERWICK AV/ELSRODE AV,BERWICK AV and ELSRODE AV BALTIMORE MD,North Harford Road,Northeastern,424,3,D4,Harford/Echodale,Census Tract 2707.03,NA,21234,1,0,325329,39.352795,-76.566459,2022-06-02T19:51:00Z,2022-06-02,5,22,19:51:00
11210913,5C01020A632B49ED,2022/09/21 13:29:00+00,High,NE,OVERDOSE,P222642819,3300 LYNDALE AV,3300 LYNDALE AV BALTIMORE MD,Four By Four,Northeastern,434,13,D5,Belair-Edison,Census Tract 801.02,NA,21213,1,0,325390,39.316631,-76.577092,2022-09-21T13:29:00Z,2022-09-21,4,38,13:29:00
11215797,5C01020A632CA82B,2022/09/22 14:23:00+00,High,SD,OVERDOSE,P222652724,2900 CARVER RD,2900 CARVER RD BALTIMORE MD,Cherry Hill,Southern,922,10,D7,Cherry Hill,Census Tract 2502.04,NA,21225,1,0,325428,39.246519,-76.625331,2022-09-22T14:23:00Z,2022-09-22,5,38,14:23:00
11217934,5C01020A632D2C94,2022/09/22 23:48:00+00,High,SE,OVERDOSE,P222654851,100 S PATTERSON PARK AV,100 S PATTERSON PARK AV BALTIMORE MD,Butcher's Hill,Southeastern,212,1,D6,Fells Point,Census Tract 105,NA,21231,1,0,325501,39.290583,-76.585009,2022-09-22T23:48:00Z,2022-09-22,5,38,23:48:00
10309179,5C01020A62202915,2022/03/02 21:33:00+00,High,ND,OVERDOSE,P220613800,N HOWARD ST/W 0RD ST,N HOWARD ST and W 0RD ST BALTIMORE MD,Old Goucher,Northern,514,12,D2,Greater Charles Village/Barclay,Census Tract 1206,NA,21218,1,0,325709,39.310764,-76.619295,2022-03-02T21:33:00Z,2022-03-02,4,9,21:33:00
10318006,5C01020A6222DEF9,2022/03/04 22:54:00+00,High,ED,OVERDOSE,P220634418,1400 TOWNWAY,1400 TOWNWAY BALTIMORE MD,Oliver,Eastern,343,12,D5,Greenmount East,Census Tract 909,NA,21202,1,0,325825,39.3061604,-76.6019268,2022-03-04T22:54:00Z,2022-03-04,6,9,22:54:00
10320781,5C01020A6223D97E,2022/03/05 16:43:00+00,High,SD,OVERDOSE,P220642780,2700 SETHLOW RD,2700 SETHLOW RD BALTIMORE MD,Cherry Hill,Southern,922,10,D7,Cherry Hill,Census Tract 2502.04,NA,21225,1,0,325883,39.249217,-76.629783,2022-03-05T16:43:00Z,2022-03-05,7,10,16:43:00
10321153,5C01020A6223EC6A,2022/03/05 18:04:00+00,High,SD,OVERDOSE,P220643098,2600 NORTHSHIRE DR,2600 NORTHSHIRE DR BALTIMORE MD,Lakeland,Southern,923,10,D7,Westport/Mount Winans/Lakeland,Census Tract 2502.05,NA,21230,1,0,325892,39.257138,-76.64432,2022-03-05T18:04:00Z,2022-03-05,7,10,18:04:00
10718946,5C01020A629B96B0,2022/06/04 13:30:00+00,High,ED,OVERDOSE,P221552069,1400 E MADISON ST,1400 E MADISON ST BALTIMORE MD,Gay Street,Eastern,313,12,D5,Oldtown/Middle East,Census Tract 1002,NA,21205,1,0,326047,39.299709,-76.598464,2022-06-04T13:30:00Z,2022-06-04,7,23,13:30:00
11232652,5C01020A6331689E,2022/09/26 04:53:00+00,High,ED,OVERDOSE,P222690992,BONAPARTE AV/HOMEWOOD AV,BONAPARTE AV and HOMEWOOD AV BALTIMORE MD,East Baltimore Midway,Eastern,342,12,D5,Midway/Coldstream,Census Tract 908,NA,21218,1,0,326249,39.311665,-76.606794,2022-09-26T04:53:00Z,2022-09-26,2,39,04:53:00
11234662,5C01020A6331FCFF,2022/09/26 15:26:00+00,High,NE,OVERDOSE,P222693127,3700 LYNDALE AV,3700 LYNDALE AV BALTIMORE MD,Belair-Edison,Northeastern,432,13,D6,Belair-Edison,Census Tract 2603.02,NA,21213,1,0,326327,39.316988,-76.566949,2022-09-26T15:26:00Z,2022-09-26,2,39,15:26:00
11234699,5C01020A633200F4,2022/09/26 15:43:00+00,High,SW,OVERDOSE,P222693186,400 S SMALLWOOD ST,400 S SMALLWOOD ST BALTIMORE MD,Carrollton Ridge,Southwestern,841,9,D8,Southwest Baltimore,Census Tract 2005,Tri-District,21223,1,0,326328,39.282814,-76.6514,2022-09-26T15:43:00Z,2022-09-26,2,39,15:43:00
11235629,5C01020A63321866,2022/09/26 17:23:00+00,High,SW,OVERDOSE,P222693621,1900 WHISTLER AV,1900 WHISTLER AV BALTIMORE MD,Morrell Park,Southwestern,831,10,D7,Morrell Park/Violetville,Census Tract 2503.03,NA,21230,1,0,326336,39.266377,-76.652806,2022-09-26T17:23:00Z,2022-09-26,2,39,17:23:00
11236459,5C01020A633272E9,2022/09/26 23:50:00+00,High,SD,OVERDOSE,P222694985,S MONROE ST/RAMSAY ST,S MONROE ST and RAMSAY ST BALTIMORE MD,Carrollton Ridge,Southern,934,9,D8,Southwest Baltimore,Census Tract 1903,Tri-District,21223,1,0,326373,39.319732,-76.649533,2022-09-26T23:50:00Z,2022-09-26,2,39,23:50:00
10325851,5C01020A62256A67,2022/03/06 21:13:00+00,High,SD,OVERDOSE,P220653929,1600 WILKENS AV,1600 WILKENS AV BALTIMORE MD,New Southwest/Mount Clare,Southern,935,9,D8,Southwest Baltimore,Census Tract 1903,Tri-District,21223,1,0,326597,39.283687,-76.642316,2022-03-06T21:13:00Z,2022-03-06,1,10,21:13:00
10326115,5C01020A622571C5,2022/03/06 21:45:00+00,High,NE,OVERDOSE,P220654031,4700 CROSSWOOD AV,4700 CROSSWOOD AV BALTIMORE MD,Moravia-Walther,Northeastern,426,3,D4,Lauraville,Census Tract 2701.02,NA,21214,1,0,326601,39.340555,-76.562808,2022-03-06T21:45:00Z,2022-03-06,1,10,21:45:00
10328748,5C01020A622659AB,2022/03/07 14:14:00+00,High,WD,OVERDOSE,P220662479,1400 N CAREY ST,1400 N CAREY ST BALTIMORE MD,Sandtown-Winchester,Western,743,7,D8,Sandtown-Winchester/Harlem Park,Census Tract 1501,NA,21217,1,0,326680,39.305545,-76.639105,2022-03-07T14:14:00Z,2022-03-07,2,10,14:14:00
10329662,5C01020A6226A20E,2022/03/07 19:23:00+00,High,CD,OVERDOSE,P220663640,600 BLK LAURENS ST,600 BLK LAURENS ST BALTIMORE MD,Upton,Central,123,11,D8,Upton/Druid Heights,Census Tract 1402,NA,21217,1,0,326687,39.319732,-76.649533,2022-03-07T19:23:00Z,2022-03-07,2,10,19:23:00
10723437,5C01020A629D1B5B,2022/06/05 17:08:00+00,High,SD,OVERDOSE,P221562683,1200 HOLLINS ST,1200 HOLLINS ST BALTIMORE MD,Hollins Market,Southern,931,9,D8,Poppleton/The Terraces/Hollins Market,Census Tract 1803,NA,21223,1,0,326795,39.287619,-76.636681,2022-06-05T17:08:00Z,2022-06-05,1,23,17:08:00
10723629,5C01020A629D2796,2022/06/05 18:00:00+00,High,SD,OVERDOSE,P221562877,S CAREY ST/WASHINGTON BL,S CAREY ST and WASHINGTON BL BALTIMORE MD,Washington Village/Pigtown,Southern,932,10,D7,Washington Village/Pigtown,Census Tract 2102,NA,21230,1,0,326799,39.28087,-76.635214,2022-06-05T18:00:00Z,2022-06-05,1,23,18:00:00
11244982,5C01020A63349333,2022/09/28 14:32:00+00,High,NE,OVERDOSE,P222713127,1600 E BELVEDERE AV,1600 E BELVEDERE AV BALTIMORE MD,Loch Raven,Northeastern,415,3,D3,Loch Raven,Census Tract 2708.03,NA,21239,1,0,327104,39.359305,-76.586004,2022-09-28T14:32:00Z,2022-09-28,4,39,14:32:00
11250904,5C01020A6336194E,2022/09/29 18:16:00+00,High,ED,OVERDOSE,P222723997,1100 ABBOTT CT,1100 ABBOTT CT BALTIMORE MD,Oldtown,Eastern,312,12,D5,Oldtown/Middle East,Census Tract 1002,NA,21202,1,0,327207,39.30139,-76.602718,2022-09-29T18:16:00Z,2022-09-29,5,39,18:16:00
11251366,5C01020A6336329E,2022/09/29 20:04:00+00,High,NW,OVERDOSE,P222724494,3000 GRANTLEY AV,3000 GRANTLEY AV BALTIMORE MD,Towanda-Grantley,Northwestern,613,6,D1,Southern Park Heights,Census Tract 1513,NA,21215,1,0,327214,39.336809,-76.669273,2022-09-29T20:04:00Z,2022-09-29,5,39,20:04:00
11258602,5C01020A63382BBA,2022/10/01 07:59:00+00,High,ND,OVERDOSE,P222741360,GREENMOUNT AV/VINEYARD LN,GREENMOUNT AV and VINEYARD LN BALTIMORE MD,Abell,Northern,513,14,D5,Greater Charles Village/Barclay,Census Tract 904,NA,21218,1,0,327302,39.319732,-76.649533,2022-10-01T07:59:00Z,2022-10-01,7,40,07:59:00
10335431,5C01020A62285DA2,2022/03/09 02:56:00+00,High,NE,OVERDOSE,P220680687,5300 SELFRIDGE AV,5300 SELFRIDGE AV BALTIMORE MD,Armistead Gardens,Northeastern,433,13,D6,Claremont/Armistead,Census Tract 2604.01,NA,21205,1,0,327377,39.302982,-76.55206,2022-03-09T02:56:00Z,2022-03-09,4,10,02:56:00
10337138,5C01020A62290002,2022/03/09 14:29:00+00,High,SE,OVERDOSE,P220682541,1700 DUNDALK AV,1700 DUNDALK AV BALTIMORE MD,Broening Manor,Southeastern,243,1,D7,Southeastern,Census Tract 2606.05,NA,21222,1,0,327405,39.274617,-76.53214,2022-03-09T14:29:00Z,2022-03-09,4,10,14:29:00
10337759,5C01020A62291EFE,2022/03/09 16:41:00+00,High,WD,OVERDOSE,P220683013,1200 W FAYETTE ST,1200 W FAYETTE ST BALTIMORE MD,Poppleton,Western,712,9,D8,Poppleton/The Terraces/Hollins Market,Census Tract 1802,NA,21223,1,0,327412,39.290117,-76.636963,2022-03-09T16:41:00Z,2022-03-09,4,10,16:41:00
10341563,5C01020A622A4B58,2022/03/10 14:02:00+00,High,NW,OVERDOSE,P220692672,W COLD SPRING LN/PARK HEIGHTS AV,W COLD SPRING LN and PARK HEIGHTS AV BALTIMORE MD,Central Park Heights,Northwestern,614,6,D2,Southern Park Heights,Census Tract 1513,NA,21215,1,0,327449,39.339499000000004,-76.666511,2022-03-10T14:02:00Z,2022-03-10,5,10,14:02:00
10341612,5C01020A622A51B6,2022/03/10 14:29:00+00,High,WD,OVERDOSE,P220692745,1500 EDMONDSON AV,1500 EDMONDSON AV BALTIMORE MD,Harlem Park,Western,713,9,D8,Sandtown-Winchester/Harlem Park,Census Tract 1602,Central,21223,1,0,327450,39.296047,-76.642036,2022-03-10T14:29:00Z,2022-03-10,5,10,14:29:00
10346126,5C01020A622B9D3E,2022/03/11 14:04:00+00,High,NW,OVERDOSE,P220702831,3000 THORNDALE AV,3000 THORNDALE AV BALTIMORE MD,Central Park Heights,Northwestern,614,6,D2,Pimlico/Arlington/Hilltop,Census Tract 2717,NA,21215,1,0,327520,39.34717,-76.668958,2022-03-11T14:04:00Z,2022-03-11,6,10,14:04:00
11264580,5C01020A6339DD4A,2022/10/02 14:49:00+00,High,ED,OVERDOSE,P222752751,1100 ABBOTT CT,1100 ABBOTT CT BALTIMORE MD,Oldtown,Eastern,312,12,D5,Oldtown/Middle East,Census Tract 1002,NA,21202,1,0,327985,39.30139,-76.602718,2022-10-02T14:49:00Z,2022-10-02,1,40,14:49:00
11277650,5C01020A633CF2FB,2022/10/04 22:59:00+00,High,WD,OVERDOSE,P222775457,2000 N BENTALOU ST,2000 N BENTALOU ST BALTIMORE MD,Mondawmin,Western,731,7,D9,Greater Mondawmin,Census Tract 1504,Western,21216,1,0,328136,39.310721,-76.654406,2022-10-04T22:59:00Z,2022-10-04,3,40,22:59:00
11281564,5C01020A633DF4A6,2022/10/05 17:18:00+00,High,CD,OVERDOSE,P222783998,1200 DIVISION ST,1200 DIVISION ST BALTIMORE MD,Upton,Central,123,11,D8,Upton/Druid Heights,Census Tract 1702,Central,21217,1,0,328199,39.300389,-76.628589,2022-10-05T17:18:00Z,2022-10-05,4,40,17:18:00
10363023,5C01020A6230E18C,2022/03/15 14:57:00+00,High,CD,OVERDOSE,P220742757,DRUID PARK LAKE DR/CALLOW AV,DRUID PARK LAKE DR and CALLOW AV BALTIMORE MD,Reservoir Hill,Northern,511,7,D2,Penn North/Reservoir Hill,Census Tract 1301,NA,21217,1,0,328406,39.316624,-76.63165,2022-03-15T14:57:00Z,2022-03-15,3,11,14:57:00
10363409,5C01020A6230EE3A,2022/03/15 15:51:00+00,High,SW,OVERDOSE,P220743001,S SMALLWOOD ST/MCHENRY ST,S SMALLWOOD ST and MCHENRY ST BALTIMORE MD,Carrollton Ridge,Southwestern,841,9,D8,Southwest Baltimore,Census Tract 2005,Tri-District,21223,1,0,328411,39.319732,-76.649533,2022-03-15T15:51:00Z,2022-03-15,3,11,15:51:00
10371918,5C01020A62337615,2022/03/17 13:55:00+00,High,CD,OVERDOSE,P220762483,500 DOLPHIN ST,500 DOLPHIN ST BALTIMORE MD,Upton,Central,123,11,D8,Upton/Druid Heights,Census Tract 1702,NA,21201,1,0,328502,39.300967,-76.628035,2022-03-17T13:55:00Z,2022-03-17,5,11,13:55:00
10755372,5C01020A62A68BA8,2022/06/12 20:58:00+00,High,SE,OVERDOSE,P221633715,2400 JEFFERSON ST,2400 JEFFERSON ST BALTIMORE MD,McElderry Park,Southeastern,221,13,D5,Madison/East End,Census Tract 702,NA,21205,1,0,328610,39.296836,-76.583439,2022-06-12T20:58:00Z,2022-06-12,1,24,20:58:00
10756050,5C01020A62A6B75C,2022/06/13 00:04:00+00,High,SD,OVERDOSE,P221640014,3900 PENNINGTON AV,3900 PENNINGTON AV BALTIMORE MD,Curtis Bay,Southern,911,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2505,NA,21226,1,0,328633,39.229769,-76.58911,2022-06-13T00:04:00Z,2022-06-13,2,24,00:04:00
10757569,5C01020A62A752ED,2022/06/13 11:08:00+00,High,CD,OVERDOSE,P221641882,W SARATOGA ST/N EUTAW ST,W SARATOGA ST and N EUTAW ST BALTIMORE MD,Downtown,Central,111,11,D7,Downtown/Seton Hill,Census Tract 401,NA,21201,1,0,328659,39.319732,-76.649533,2022-06-13T11:08:00Z,2022-06-13,2,24,11:08:00
10759188,5C01020A62A7B60A,2022/06/13 18:11:00+00,High,SE,OVERDOSE,P221643600,E FAYETTE ST/N CAROLINE ST,E FAYETTE ST and N CAROLINE ST BALTIMORE MD,Washington Hill,Southeastern,212,12,D7,Oldtown/Middle East,Census Tract 301,NA,21231,1,0,328704,39.319732,-76.649533,2022-06-13T18:11:00Z,2022-06-13,2,24,18:11:00
10762111,5C01020A62A8A879,2022/06/14 11:25:00+00,High,NE,OVERDOSE,P221651824,4800 SHAMROCK AV,4800 SHAMROCK AV BALTIMORE MD,Parkside,Northeastern,442,2,D6,Cedonia/Frankford,Census Tract 2602.02,NA,21206,1,0,328781,39.326774,-76.563474,2022-06-14T11:25:00Z,2022-06-14,3,24,11:25:00
